PIS1.started,PIS1.stopped,mouse_4.x,mouse_4.y,mouse_4.leftButton,mouse_4.midButton,mouse_4.rightButton,mouse_4.time,,date,expName,psychopyVersion,OS,frameRate,PIS2.started,PIS2.stopped,mouse_13.x,mouse_13.y,mouse_13.leftButton,mouse_13.midButton,mouse_13.rightButton,mouse_13.time,PIS3.started,PIS3.stopped,mouse_19.x,mouse_19.y,mouse_19.leftButton,mouse_19.midButton,mouse_19.rightButton,mouse_19.time,Consent.started,Consent.stopped,key_resp.keys,key_resp.rt,key_resp.duration,Instructions_2.started,Instructions_2.stopped,mouse_12.x,mouse_12.y,mouse_12.leftButton,mouse_12.midButton,mouse_12.rightButton,mouse_12.time,Instruction_Animation.started,Instruction_Animation.stopped,mouse_11.x,mouse_11.y,mouse_11.leftButton,mouse_11.midButton,mouse_11.rightButton,mouse_11.time,Line0.started,Line0.stopped,Demo c0 x position:,Demo c0 y position:,mouse_15.x,mouse_15.y,mouse_15.leftButton,mouse_15.midButton,mouse_15.rightButton,mouse_15.time,Halo_01.started,Halo_01.stopped,Demo c1 x position:,Demo c1 y position:,mouse_16.x,mouse_16.y,mouse_16.leftButton,mouse_16.midButton,mouse_16.rightButton,mouse_16.time,Halo_02.started,Halo_02.stopped,Demo c2 x position:,Demo c2 y position:,mouse_17.x,mouse_17.y,mouse_17.leftButton,mouse_17.midButton,mouse_17.rightButton,mouse_17.time,Halo_03.started,Halo_03.stopped,Demo c3 x position:,Demo c3 y position:,mouse_18.x,mouse_18.y,mouse_18.leftButton,mouse_18.midButton,mouse_18.rightButton,mouse_18.time,Instructions2.started,Instructions2.stopped,mouse_10.x,mouse_10.y,mouse_10.leftButton,mouse_10.midButton,mouse_10.rightButton,mouse_10.time,Rotation.started,Rotation.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,Line.started,Line.stopped,Practice c0 x position:,Practice c0 y position:,mouse_7.x,mouse_7.y,mouse_7.leftButton,mouse_7.midButton,mouse_7.rightButton,mouse_7.time,Halo_1.started,Halo_1.stopped,Practice c1 x position:,Practice c1 y position:,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.time,Halo_2.started,Halo_2.stopped,Practice c2 x position:,Practice c2 y position:,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_3.time,Halo_3.started,Halo_3.stopped,Practice c3 x position:,Practice c3 y position:,mouse_6.x,mouse_6.y,mouse_6.leftButton,mouse_6.midButton,mouse_6.rightButton,mouse_6.time,Pract.thisRepN,Pract.thisTrialN,Pract.thisN,Pract.thisIndex,Pract.ran,v,l,s,q,c,Start.started,Start.stopped,mouse_9.x,mouse_9.y,mouse_9.leftButton,mouse_9.midButton,mouse_9.rightButton,mouse_9.time,Rotation c0 x position:,Rotation c0 y position:,Rotation c1 x position:,Rotation c1 y position:,Rotation c2 x position:,Rotation c2 y position:,Rotation c3 x position:,Rotation c3 y position:,Mask.started,Mask.stopped,mouse_5.x,mouse_5.y,mouse_5.leftButton,mouse_5.midButton,mouse_5.rightButton,mouse_5.time,Mask c0 x position:,Mask c0 y position:,Mask c1 x position:,Mask c1 y position:,Mask c2 x position:,Mask c2 y position:,Mask c3 x position:,Mask c3 y position:,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,Debrief.started,Debrief.stopped,mouse_14.x,mouse_14.y,mouse_14.leftButton,mouse_14.midButton,mouse_14.rightButton,mouse_14.time
1E-04,0.5553,-0.100355496,-0.189131266,1,0,0,0.5515,,2024-03-13_19h48.15.002,circleBounceNew,2023.2.3,MacIntel,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,2024-03-13_19h48.15.002,circleBounceNew,2023.2.3,MacIntel,59.52380952,0.5555,0.7878,-0.100355496,-0.189131266,1,0,0,0.2274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,2024-03-13_19h48.15.002,circleBounceNew,2023.2.3,MacIntel,59.52380952,,,,,,,,,0.788,0.9892,-0.100355496,-0.189131266,1,0,0,0.1973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,2024-03-13_19h48.15.002,circleBounceNew,2023.2.3,MacIntel,59.52380952,,,,,,,,,,,,,,,,,0.9893,1.8552,y,0.8432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,2024-03-13_19h48.15.002,circleBounceNew,2023.2.3,MacIntel,59.52380952,,,,,,,,,,,,,,,,,,,,,,1.8553,3.1053,-0.100355496,-0.189131266,1,0,0,1.2451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,2024-03-13_19h48.15.002,circleBounceNew,2023.2.3,MacIntel,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1054,4.6058,[],[],[],[],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,2024-03-13_19h48.15.002,circleBounceNew,2023.2.3,MacIntel,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.6061,6.7217,-0.017184989,0.035762544,-0.010366347,0.038425327,1,0,0,2.1122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,2024-03-13_19h48.15.002,circleBounceNew,2023.2.3,MacIntel,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.7218,8.7559,-0.260627537,-0.031297558,-0.195135227,-0.023432888,1,0,0,2.0324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,2024-03-13_19h48.15.002,circleBounceNew,2023.2.3,MacIntel,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.756,10.6552,-0.357201638,-0.082310729,-0.261471354,-0.060251397,1,0,0,1.8974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,2024-03-13_19h48.15.002,circleBounceNew,2023.2.3,MacIntel,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.6554,13.6045,-0.445316227,-0.146355802,-0.280926921,-0.092328288,1,0,0,2.9465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,2024-03-13_19h48.15.002,circleBounceNew,2023.2.3,MacIntel,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.6048,72.3712,0.17083469,-0.266233588,1,0,0,58.7635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,2024-03-13_19h48.15.002,circleBounceNew,2023.2.3,MacIntel,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.3908,74.2547,[],[],[],[],[],[],74.255,75.6377,0.031338144,-0.008016736,0.041402317,0.023176439,1,0,0,1.3798,75.6379,76.7038,0.172171696,0.19814933,0.102255317,0.117683818,1,0,0,1.0643,76.7041,78.5031,0.256910499,0.261467133,0.131429443,0.133760512,1,0,0,1.7977,78.5033,85.3382,0.344772731,0.317582,0.346570231,0.319237739,1,0,0,6.8327,0,0,0,0,1,99,0,4,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,2024-03-13_19h48.15.002,circleBounceNew,2023.2.3,MacIntel,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.3491,87.2046,[],[],[],[],[],[],87.2047,88.9205,0.012042816,0.018548413,0.066364,-0.013551432,1,0,0,1.7145,88.9206,89.9386,0.172031426,-0.198271124,0.109726698,-0.126463148,1,0,0,1.0163,89.9386,90.6208,0.19937019,-0.307602981,0.112604438,-0.173734402,1,0,0,0.6804,90.6209,91.2539,0.205953142,-0.42108178,0.112604438,-0.230225559,1,0,0,0.6316,0,1,1,1,1,3,0,2,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,2024-03-13_19h48.15.002,circleBounceNew,2023.2.3,MacIntel,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.2547,93.1367,[],[],[],[],[],[],93.137,93.8864,-0.004352463,-0.00469657,0.012929552,-0.02032491,1,0,0,0.7473,93.8865,94.5866,-0.100571919,0.242469666,-0.050422024,0.121562873,1,0,0,0.6985,94.5866,95.1539,-0.11504966,0.348039713,-0.046451077,0.140520359,1,0,0,0.5654,95.1543,95.7531,-0.110231921,0.455604528,-0.03767117,0.155700412,1,0,0,0.5973,0,2,2,2,1,99,0,5,3,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,2024-03-13_19h48.15.002,circleBounceNew,2023.2.3,MacIntel,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.7535,96.3529,-0.03767117,0.155700412,1,0,0,0.5989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,2024-03-13_19h48.15.002,circleBounceNew,2023.2.3,MacIntel,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.3609,98.2207,[],[],[],[],[],[],102.5066,103.187,,,-0.007118462,-0.033912557,1,0,0,0.6792,103.187,104.0201,,,-0.080464817,0.19145752,1,0,0,0.8315,104.0202,104.6365,,,-0.07411872,0.216868354,1,0,0,0.6152,104.6366,105.2204,,,-0.064630466,0.232269135,1,0,0,0.5817,,,,,,3,0,2,3,6,,,,,,,,,-0.014452622,-0.018516632,0.050081121,-0.257678349,0.033150787,-0.365060395,-0.002243854,-0.468744629,100.7707,102.5064,[],[],[],[],[],[],-0.017548096,-0.028336979,-0.101705103,0.241996533,-0.118547113,0.34686402,-0.125658876,0.45159319,0,0,0,1,1,,,,,,,,,,,,,
,,,,,,,,,2024-03-13_19h48.15.002,circleBounceNew,2023.2.3,MacIntel,59.52380952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.2209,107.0861,[],[],[],[],[],[],111.7388,113.5026,,,0.02449802,-0.001225518,1,0,0,1.7623,113.5027,114.1694,,,0.12183804,0.151188015,1,0,0,0.6649,114.1695,114.6861,,,0.149017402,0.152092353,1,0,0,0.5149,114.6861,115.1195,,,0.181548055,0.152092353,1,0,0,0.4319,,,,,,99,0,1,2,6,,,,,,,,,0.009287642,-0.000274048,-0.062159596,-0.255034183,-0.113065443,-0.348689363,-0.18567401,-0.430408788,110.0205,111.7387,[],[],[],[],[],[],0.024347527,-0.002290407,0.164713104,0.204391398,0.256538499,0.261832131,0.359321554,0.301022562,0,1,1,4,1,,,,,,,,,,,,,
